nci_id,nct_id,official_title,inclusion_indicaInclusionor,description,NCIT
NCI-2015-01411,NCT02535338,A Phase 1/2 Trial of Erlotinib and Onalespib Lactate in EGFR-Mutant Non-small Cell Lung Cancer,Inclusion/EXCLUSION,"INCLUSION
Patients must have recovered from adverse events attributable to previous treatment to =< grade 1, except for alopecia and sensory neuropathy =< grade 2
FOR PHASE II COHORT A: If patient is on erlotinib at the time of signed consent, erlotinib does NOT need to be discontinued prior to receiving treatment erlotinib and onalespib; last dose of erlotinib must be less than 28 days from when patient signs consent
FOR PHASE II COHORT B: (EGFR Exon 20 Insertions): Prior EGFR-TKIs including erlotinib is allowed; if patient is on erlotinib at the time of signed consent, erlotinib does NOT need to be discontinued prior to initiation of erlotinib and onalespib
Patients must have completed last chemotherapy >= 3 weeks or radiotherapy >= 2 weeks prior to receiving study drugs
EXCLUSION
Patients who are receiving any other investigational agents",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES)
NCI-2015-01548,NCT02635009,Randomized Phase II/III Trial of Prophylactic Cranial Irradiation with or without Hippocampal Avoidance for Small Cell Lung Cancer,Exclusion,"Prior radiotherapy to the head or neck (except for T1 glottic cancer), resulting in overlap of radiation fields",C15477= NO OR (C15477= YES AND C12418 = NO)
NCI-2015-01640,NCT02568553,A Phase I Trial of the Combination of Lenalidomide and Blinatumomab in Patients with Relapsed or Refractory Non-Hodgkins Lymphoma (NHL),Exclusion/INCLUSION,"EXCLUSION
Prior treatment with blinatumomab or CD-directed CAR T-cell therapy
Prior treatment with lenalidomide within 8 weeks prior to entering the study
Patients who have had chemotherapy or radiotherapy within 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier
INCLUSION
Patients must have had at least two prior chemotherapeutic or biologic (ie. rituximab alone) regimens and not currently eligible for standard curative options; steroids alone and local radiation do not count as regimens
Any prior therapy must have been completed at least 4 weeks prior to entry into the study",(C16124 = YES AND ((C62528 = NO AND (C126102 = NO OR (C126102 = YES AND C78347 = NO)))) AND (C16171 = YES OR C15477= YES)
NCI-2015-01642,NCT02567409,A Randomized Phase 2 Trial of Cisplatin/Gemcitabine with or without VX-970 in Metastatic Urothelial Carcinoma,Inclusion,No prior cytotoxic chemotherapy for metastatic disease,C16171 = NO OR (C16171 = YES AND C19151 = NO)
NCI-2015-01643,NCT02567422,A Phase I Study of VX-970 in Combination with Cisplatin and XRT in Patients with Locally Advanced HPV (-) Head and Neck Squamous Cell Carcinoma (HNSCC; SDC 10060121),Exclusion,"Prior systemic chemotherapy for the current cancer (prior chemotherapy for a different cancer is allowed)
Prior receipt of radiotherapy that would result in overlap of the new and old radiation therapy fields",(C16171 = NO OR (C16171 = YES AND PRIOR TREATMENT OF CURRENT CANCER = NO)) AND (C15477= NO OR (C15477= YES AND C12418 = NO))
NCI-2015-01644,NCT02567435,"A Randomized Phase 3 Study of Vincristine, Dactinomycin, Cyclophosphamide (VAC) Alternating with Vincristine and Irinotecan (VI) versus VAC/VI plus Temsirolimus (TORI, Torisel, NSC# 683864, IND#122782) in Patients with Intermediate Risk (IR) Rhabdomyosarcoma (RMS)",Exclusion,Patients who have received any chemotherapy (excluding steroids) and/or radiation therapy prior to this enrollment,C16171 = NO AND C15477= NO
NCI-2015-01681,NCT02572453,"Phase 2 Study of AT13387 (Onalespib) in ALK+ ALCL, MCL, and BCL-6+ DLBCL",Exclusion/INCLUSION,"EXCLUSION
Patients who are receiving any other investigational agents; all investigational agents other than ibrutinib must have been discontinued at least 4 weeks prior to beginning treatment; prior ibrutinib therapy must have been discontinued at least 2 weeks prior to beginning therapy
Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier; steroids for symptom palliation are allowed, but must be either discontinued or on stable doses at the time of initiation of protocol therapy
INCLUSION
BCL6+ DLBCL: patients must have disease that has relapsed and or is refractory to prior therapy, which must have included an anthracycline, if not contraindicated; patients must have relapsed following or be ineligible for, or refuse, autologous stem cell transplant
MCL: patients must have disease that has relapsed and or is refractory to prior therapy, which must have included a multiagent chemotherapy regimen and prior ibrutinib or other BTK inhibitor therapy; patients must have relapsed following or be ineligible for, or refuse, autologous stem cell transplant
ALK+ ALCL: patients must have disease that has relapsed and or is refractory to prior therapy, which must have included a multiagent chemotherapy regimen including an anthracycline, if not contraindicated, and prior brentuximab; prior crizotinib or other ALK inhibitor therapy, while recommended, is not mandatory; patients must have relapsed following or be ineligible for, or refuse, autologous stem cell transplant",(C16124 = YES AND (C49135 = YES OR C49135 = NO)) AND (C16171 = YES OR C16171 = NO) AND (C15477= NO OR C15477= YES)
NCI-2015-01706,NCT02749903,A Phase II Study of Enzalutamide (NSC# 766085) for Patients with Androgen Receptor Positive Salivary Cancers,Inclusion,"No prior therapy with enzalutamide (previous chemotherapy and/or other AR-targeted approaches is allowed)
Any number of prior lines of therapy
Chronic concomitant treatment with strong cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4) inhibitors is not allowed; patients must discontinue the drug >= 14 days prior to registration
Chronic concomitant treatment with strong cytochrome P450, family 2, subfamily C, polypeptide 8 (CYP2C8) inhibitors is not allowed; patients must discontinue the drug >= 14 days prior to registration",(C16124 = YES AND C71744 = NO) AND (C16171 = YES OR C16171 = NO) AND (C16175 = YES OR C16175 = NO)
NCI-2015-01707,NCT02761057,"A Randomized, Phase II Efficacy Assessment of Multiple MET Kinase Inhibitors (Cabozantinib [NSC #761968], Crizotinib [NSC #749005], Savolitinib [NSC #785348], and Sunitinib [NSC #736511]) in Metastatic Papillary Renal Carcinoma (PAPMET)",Inclusion,"Patients may have received prior surgery; at least 28 days must have elapsed since surgery and patient must have recovered from any adverse effects of surgery
Patients may have received up to one prior systemic therapy for advanced or metastatic renal cell carcinoma with the exception of another VEGF inhibitor Food and Drug Administration (FDA)-approved for advanced RCC (i.e., pazopanib, bevacizumab, sorafenib or axitinib); if a patient develops metastatic disease within six months of discontinuation of adjuvant therapy, this will constitute one prior systemic therapy for advanced or metastatic renal cell carcinoma (RCC); if a patient develops metastatic disease and more than six months has elapsed since discontinuation of adjuvant therapy, this will not constitute prior systemic therapy for advanced or metastatic RCC; patients may have also received prior immunotherapy; patients must not have received a MET/hepatocyte growth factor (HGF) inhibitor or sunitinib as prior therapy; at least 14 days must have elapsed since completion of prior systemic therapy; patients must have recovered from all associated toxicities at the time of registration
Patients may have received prior radiation therapy, but must have measurable disease outside the radiation port; at least 14 days must have elapsed since completion of prior radiation therapy; patients must have recovered from all associated toxicities at the time of registration",(C16169 = YES OR C16169 = NO) AND (C16171 = NO OR (C16171 = YES AND C93259 = NO) OR (C16171 = YES AND C93259 = YES AND C9385 = NO)) AND (C15477= YES OR C15477= NO)
NCI-2015-01744,NCT02581930,A Phase 2 Study of Ibrutinib (PCI-32765) in Refractory Distant Metastatic Cutaneous Melanoma: Correlation of Biomarkers with Response and Resistance,Exclusion/INCLUSION,"EXCLUSION
Subjects who received a strong cytochrome P450 (CYP) 3A inhibitor within 7 days prior to the first dose of ibrutinib or subjects who require continuous treatment with a strong CYP 450 3A inhibitor
Patients who have had chemotherapy or immunotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) or radiotherapy within 2 weeks prior to cycle 1 day 1; patients who have had tyrosine kinase inhibitors (such as Brad or MEK inhibitors) within 15 days of cycle 1 day 1
Need for daily corticosteroids at high doses (prednisone =< 20 mg daily, or an equivalent) is prohibited from 28 days prior to first dose and during treatment with ibrutinib; brief (up to 7 days) and episodic use of systemic corticosteroids for other general conditions (e.g. pre-medication for radiographic imaging due to intravenous [IV] contrast allergy, chronic obstructive pulmonary disease [COPD] exacerbation, poison ivy, etc.) is allowed
Prior exposure to ibrutinib or other ITK inhibitors
Received anticoagulation therapy with warfarin, or equivalent vitamin K antagonists, within the last 28 days prior to day 1 of ibrutinib; patients with familial coagulopathic diseases (e.g. hemophilia, von Willebrand disease) are also excluded; if applicable, subjects must discontinue fish oil and vitamin E supplements within 7 days prior to initiating ibrutinib therapy
INCLUSION
Prior treatment-related toxicity resolved to =< grade 1 or baseline with the exception of alopecia and permanent grade =< 2 toxicities related to prior immune checkpoint inhibitor treatment (e.g. PD-1/PD-L1, CTLA-4, CD40, LAG3) treatment with the review and approval by the lead principal investigator (PI)
Prior radiation allowed (no restriction on amount); measurable lesion(s) may not have been previously irradiated",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16168 = NO OR C16168 = YES) AND (C16124 = YES AND (C81934 = NO AND ITK Inhibitor = NO)
NCI-2015-01745,NCT02797470,"A Phase I Study of Stem Cell Gene Therapy for HIV Mediated by Lentivector Transduced, Pre-selected CD34+ Cells",Exclusion/INCLUSION,"EXCLUSION
History of grade III hemorrhagic cystitis due to prior cyclophosphamide chemotherapy
INCLUSION
Biopsy-proven intermediate or high-grade non-Hodgkinâ€™s lymphoma, meeting one of the following criteria (timeline 8 months prior to enrollment):
* In partial remission
* Relapsed after initial complete remission
* Failed induction therapy, but responds to salvage therapy (i.e., chemosensitive disease)
* In complete remission with high-risk features as specified by the International Prognostic Index
Biopsy-proven advanced stage follicular lymphoma, that have failed at least two lines of therapy multi-agent chemotherapy, but responds to salvage therapy (i.e., chemosensitive disease) (timeline 8 months prior to enrollment)
Biopsy-proven Hodgkinâ€™s lymphoma, meeting one of the following criteria (timeline 8 months prior to enrollment)
* In first, or greater relapse after initial complete remission
* In partial remission
* Failed induction therapy, but responds to salvage therapy (i.e., chemosensitive disease)
Biopsy-proven Burkittâ€™s lymphoma, meeting one of the following criteria (timeline 8 months prior to enrollment):
* In second complete remission after relapse following initial complete remission
* Failed induction therapy, but responds (very good partial remission, complete remission, or near complete remission) to salvage therapy (i.e., chemosensitive disease)",(C16171 = YES OR C16171= NO) AND (C15477= YES OR C15477= NO)
NCI-2015-01779,NCT02589522,Phase 1 Trial to Determine the Recommended Phase 2 Dose (RP2D) of VX-970 When Combined with Whole Brain Radiotherapy (WBRT) in Patients with Brain Metastases from Non-Small Cell Lung Cancer (NSCLC),Exclusion,"Patients must not have received prior WBRT (previous SRS done at least 4 weeks ago is acceptable)
Patients who have had systemic cytotoxic chemotherapy or other targeted agents or any other investigational agents within 4 half-lives (6 weeks for nitrosoureas or mitomycin C) prior to starting study treatment or patients who have not recovered from serious adverse events due to agents administered more than 4 weeks earlier",(C15477= NO OR (C15477= YES AND C12439=NO)) AND (C16171 = NO OR C16171 = YES)
NCI-2015-01906,NCT02595866,Phase I Study of MK-3475 (Pembrolizumab) in Patients with Human Immunodeficiency Virus (HIV) and Relapsed/Refractory or Disseminated Malignant Neoplasm,Inclusion/EXCLUSION,"INCLUSION
Non-small cell lung cancer (NSCLC)
* Metastatic or locally advanced disease that progressed after at least one prior therapy 
* Note: patients who have actionable molecular targets (e.g., epidermal growth factor receptor [EGFR], anaplastic lymphoma kinase [ALK], c-ros oncogene 1[ROS1] mutations) must have received (when indicated) prior appropriate targeted therapy using Food and Drug Administration (FDA)-approved agents
Kaposi sarcoma (KS) impacting physical and/or psychological wellbeing and not amenable to local therapy and one or more of the following: 
* Stable KS by despite 6 or more cycles of liposomal doxorubicin or paclitaxel or other active cytotoxic agents (i.e. etoposide, bleomycin, anthracyclines, vincristine [vincristine sulfate], vinblastine); or
* Progressive disease despite 3 or more cycles of liposomal doxorubicin or paclitaxel or other active cytotoxic agents (i.e. etoposide, bleomycin, anthracyclines, vincristine, vinblastine); or
* Patient who has received a cumulative lifetime dose of anthracycline of >= 550 mg/m^2; or
* Recurrent or progressive KS after completion of prior first line chemotherapy
* Intolerant of or refuse further cytotoxic chemotherapy
Melanoma
* Unresectable or metastatic and disease progression following a B-Raf proto-oncogene, serine/threonine kinase (BRAF) inhibitor if BRAF V600 positive
* Note: prior therapy with ipilimumab not required
Resolution of any adverse events (AEs) from prior treatments must be resolved to baseline or grade =< 1 AE if resolvable at enrollment (with the exception of alopecia), neuropathy, and ototoxicity (i.e., AEs that are not expected to improve within the washout period)
No prior treatment with anti-PD-1 or anti-PD-L1
EXCLUSION
Systemic steroid therapy or steroid therapy that cannot be discontinued with more than 7 consecutive days of steroids within the prior 2 weeks
* Note: the use of prednisone or equivalent < 0.125 mg/kg/day (absolute maximum of 15 mg/day) as replacement therapy is permitted; inhaled or topical corticosteroids are permitted
Prior organ allograft or allogeneic transplantation, if the transplanted tissue is still in place
",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND (C15289 = NO AND PD-L2 INHIBITOR = NO AND PD-L1 Inhibitor = NO)
NCI-2015-01907,NCT02595879,Phase I Dose-Escalation Bioavailability Study of Oral Triapine in Combination with Concurrent Chemoradiation for Locally Advanced Cervical Cancer (LACC) and Vulvar Cancer,Exclusion,No prior pelvic radiation therapy or chemotherapy,C16171 = NO AND (C15477= NO OR (C15477= YES AND C12767 = NO)
NCI-2015-01910,NCT02595892,Phase 2 Study of VX-970 (NSC# 780162) in Combination with Gemcitabine versus Gemcitabine Alone in Subjects with Platinum-Resistant Recurrent Ovarian or Primary Peritoneal Fallopian Tube Cancer,Inclusion/EXCLUSION,"INCLUSION
Prior therapy: No line limit but no more than 1 prior regimens in the platinum resistant setting; no prior treatment targeting the ATR/checkpoint kinase 1 (CHK1) pathway and no prior gemcitabine as single agent; hormonal therapies immunotherapy, and antiangiogenic therapies (as single agents) do not count as lines; poly (adenosine diphosphate [ADP]-ribose) polymerases (PARP)-inhibitors count as line of therapy; prior carboplatin/gemcitabine is allowed provided that there was no disease progression within 12 months after completion of the carboplatin/gemcitabine regimen; subjects may begin protocol treatment at least 4 weeks or 5 half-lives, whichever is shorter, after their last dose of chemotherapy or hormonal therapy, assuming they are otherwise eligible
All acute, clinically significant treatment-related toxicity from prior therapy, except for alopecia, must have resolved to grade =< 1 prior to study entry
EXCLUSON
Patients who have had chemotherapy within 4 weeks or five half-lives, whichever is shorter, (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier",(C16124 = YES AND (ATR/Checkpoint Kinase 1 (CHK1) Pathway Inhibitor = NO AND (C66876 = NO OR (C66876 = YES AND C15756 =NO)))) AND (C16175 = NO OR C16175 = YES) AND (C16171 = NO OR C16171 = YES)
NCI-2015-01911,NCT02734537,Phase II Randomized Trial of Radiotherapy with or without Cisplatin for Surgically Resected Squamous Cell Carcinoma of the Head and Neck (SCCHN) with TP53 Sequencing,Inclusion,"Per the operative report, the gross total resection of the primary tumor with curative intent was completed within 8 weeks prior to randomization",C16169 = YES
NCI-2015-01912,NCT02595905,Phase II Randomized Placebo-Controlled Trial of Cisplatin with or without ABT-888 (Veliparib) in Metastatic Triple-Negative Breast Cancer and/or BRCA Mutation-Associated Breast Cancer,Inclusion,"Patients must have had =< 1 prior cytotoxic regimen for metastatic disease
Patients must have completed any prior radiation therapy and hormonal therapy at least 14 days prior to registration
Patients must not have received prior cisplatin or poly (adenosine diphosphate [ADP]-ribose) polymerase (PARP) inhibitors; prior carboplatin in the adjuvant/neoadjuvant setting and prior treatment with iniparib is allowed, if completed more than 6 months prior to study entry
Patients must not have received any chemotherapy within 14 days prior to registration
Patients must not have received any immunotherapy, biologic or any investigational drug within 28 days prior to registration; patients must not have received bevacizumab within 42 days prior to registration
Patients with known brain metastases must either meet the additional criteria and enroll as part of the brain metastases cohort, or else have clinically controlled neurologic symptoms, defined as surgical excision and/or radiation therapy followed by 14 days of stable neurologic function prior to registration; patients with previously treated progressive brain metastases are not eligible for the standard cohort, but may be considered for the brain metastases cohort","C16171 = YES AND (C15477= NO OR C15477= YES) AND (C16175 = NO OR C16175 = YES) AND (C16124 = YES AND (C376 = NO AND C62554 = NO) AND (C16168 = NO OR C16168 = YES) AND (C16124 = YES AND (C15187 = NO OR C15187 = YES)) AND (C16124 = YES AND (C49135 = NO OR C49135 = YES))
"
NCI-2015-01913,NCT02595918,"A Pilot Study of Neoadjuvant Nivolumab in High-Risk, Non-metastatic, Renal Cell Carcinoma",Exclusion,Prior systemic therapy for renal cell carcinoma,C16171 = NO OR (C16171 = YES AND C9385 = NO)
NCI-2015-01915,NCT02595931,Phase I Clinical Trial of VX-970 in Combination with the Topoisomerase I Inhibitor Irinotecan in Patients with Advanced Solid Tumors,Exclusion/INCLUSION,"EXCLUSION
Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from clinically significant adverse events due to prior agents administered to =< grade 1 or baseline with the exception of alopecia and peripheral neuropathy, unless approved by the protocol chair
INCLUSION
No limit on prior lines of therapy for metastatic disease; prior adjuvant or neoadjuvant chemotherapy does not count as a prior line of therapy as long as completion of the adjuvant or neoadjuvant therapy was more than 1 year prior to patient enrollment",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES)
NCI-2015-01916,NCT02595944,Adjuvant Nivolumab in Resected Lung Cancers (ANVIL)-A Randomized Phase III Study of Nivolumab after Surgical Resection and Adjuvant Chemotherapy in Non-small Cell Lung Cancers,Inclusion,"Prior to randomization patients with any non-hematologic toxicity from surgery, chemotherapy and radiation therapy must have recovered to grade =< 1 with the exception of alopecia, ototoxicity and neuropathy
Patients must have completed and recovered from any adjuvant chemotherapy 2 or more weeks prior to randomization (6 weeks for mitomycin and nitrosoureas; 4 weeks for post-operative radiation therapy)
No prior treatment with an immune checkpoint inhibitor (anti-programmed cell death [PD]-1, anti-PD-L1, anti-cytotoxic T-lymphocyte-associated protein 4 [CTLA4] monoclonal antibody)",(C16169 = NO OR C16169 = YES) AND (C16171 = NO OR C16171 = YES) AND (C15477 = NO OR C15477= YES) AND (C16124 = YES AND C143250 = NO)
NCI-2015-01917,NCT02642965,"A Phase 1/2 Study of CPX-351 (NSC# 775341) Alone Followed by Fludarabine, Cytarabine, and G-CSF (FLAG) for Children with Relapsed Acute Myeloid Leukemia (AML)",Inclusion,"Growth factors:
* Patients must not have received growth factors for 7 days prior to CPX-351
* Patients must not have received pegfilgrastim for 14 days prior to CPX-351
Stem cell transplant (SCT): no evidence of active graft vs. host disease for at least 4 weeks; for allogeneic SCT patients, >= 3 months must have elapsed since transplant
* Must have received no more than 1 prior autologous or allogeneic stem cell transplant.
* Patients must be off all systemic immunosuppressive therapy for at least 2 weeks, excluding hydrocortisone for physiologic cortisol replacement
Radiation therapy (RT): >= 2 weeks for local palliative RT (small port); >= 6 months must have elapsed if prior craniospinal RT or if >= 50% radiation of pelvis; >= 6 weeks must have elapsed if other substantial bone marrow (BM) radiation; Note: patients must have received =< than 13.6 Gray (Gy) prior radiation to the mediastinum
Myelosuppressive chemotherapy: must not have received myelosuppressive chemotherapy within 3 weeks of entry onto this study (excluding hydroxyurea)
* Cytoreduction with hydroxyurea can be initiated and continued for up to 24 hours prior to the start of CPX-351
Patients must have recovered from the acute toxic effects of all prior chemotherapy, immunotherapy, stem cell transplant or radiotherapy prior to entering this study; all prior treatment-related toxicities must have resolved to =< grade 2 prior to enrollment
To be eligible for the phase 2 efficacy phase:
* Relapse patients:
** Patients must be in first marrow relapse, and 
** Patients must not have received prior re-induction therapy; donor lymphocyte infusion (DLI) is considered a re-induction attempt
To be eligible for the dose-finding phase: (the dose-finding phase completed in 12/2016) 
* Relapsed patients
** Patients must be in first relapse, and
** Patients must not have received prior re-induction therapy
* Refractory patients
** Patients must not have received more than one attempt at remission induction, which may consist of up to two different therapy courses; Children Oncology Group (COG) AAML1031 de novo therapy including induction I and induction II is an example
* Treatment-related AML (t-AML)
** Patients must be previously untreated for secondary AML",C15477= YES OR C16171 = YES OR C16168 = YES OR C147925= YES OR (C16124 = YES AND C16039 = YES )
NCI-2015-01918,NCT02750826,Randomized Phase III Trial Evaluating the Role of Weight Loss in Adjuvant Treatment of Overweight and Obese Women with Early Breast Cancer,Inclusion,"No prior bariatric surgery or planning to undergo this procedure within the next 2 years after study registration
Patients must have had a bilateral mammogram within 12 months prior to registration, unless the initial surgery was a total mastectomy, in which case only a mammogram of the remaining breast is required; (subjects with bilateral total mastectomies do not require imaging)
All adjuvant or neoadjuvant chemotherapy, radiation, and surgery completed at least 21 days prior to registration
* All triple negative patients must receive chemotherapy of the treating physicianâ€™s choice
* ER/PR+ patients must receive chemotherapy (of the treating physicianâ€™s choice) unless Oncotype Dx or another genomic predictor score indicates that they are at low or intermediate risk of disease recurrence with endocrine therapy alone
* Patients may have breast reconstruction during protocol participation, but definitive breast cancer surgery must be completed at least 21 days prior to registration
** Concomitant biologic therapy, hormonal therapy, and bisphosphonates are acceptable
All subjects (both adjuvant and neoadjuvant) must have sentinel lymph node biopsy and/or axillary lymph node dissection
* Sentinel lymph node biopsy alone is allowed in the following instances:
** Sentinel lymph node biopsy is negative: pN0
** Sentinel lymph node biopsy is positive for isolated tumor cells only: pN0 (i+)
** Clinically node negative, T1-2 tumors with sentinel lymph node biopsy positive in =< 2 lymph nodes without matted nodes and undergoing breast conserving surgery and tangential whole breast irradiation, or undergoing mastectomy and chest wall irradiation
** For patients who had a positive node prior to neoadjuvant chemotherapy, sentinel node alone is allowed after neoadjuvant therapy if:
*** Sentinel node biopsy is negative after chemotherapy and either at least 2 sentinel nodes were removed or a clip was placed in the involved node prior to treatment
*** =< 2 lymph nodes are positive for cancer and the patient is participating in A011202
HIV seropositive participants must be on antiretroviral therapy (ART) with the following criteria:
* A complete ART regimen that does not include the study drug as one of a minimum of 3 active drugs, which may include an integrase inhibitor or efavirenz in combination with nucleoside reverse-transcriptase inhibitors (NRTIs)
* The ART regimen must not include protease inhibitor (PIs); participants must not have received a PI-based regimen for at least 4 weeks prior to enrollment
* Participants must either have an undetectable HIV plasma ribonucleic acid (RNA), or if plasma RNA detectable, must be on the same stable regimen for a minimum of 12 weeks prior to study enrollment
* No minimum cluster of differentiation (CD)4 count, but maximum HIV plasma RNA of 1,000 copies/mL
",(C16169 = NO OR (C16169 = YES AND C84399 = NO)) AND (C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES)
NCI-2015-01919,NCT02717455,Phase I Trial of Panobinostat in Children with Diffuse Intrinsic Pontine Glioma,Inclusion/EXCLUSION,"INCLUSION
NON-PROGRESSED DIPG (STRATUM 2): Patients must have recovered from the acute treatment-related toxicities (defined as =< grade 1) of radiotherapy prior to entering this study
NON-PROGRESSED DIPG (STRATUM 2): Patients must have had their last fraction of focal irradiation to the primary site > 14 days prior to enrollment; patients must not have received local palliative irradiation or craniospinal irradiation
NON-PROGRESSED DIPG (STRATUM 2): Patients must be off all colony-forming growth factor(s) for at least 7 days prior to enrollment (i.e. filgrastim, sargramostim or erythropoietin); 14 days must have elapsed if patients received PEG formulations
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Patients must be off all colony-forming growth factor(s) for at least 7 days prior to enrollment (i.e. filgrastim, sargramostim or erythropoietin); 14 days must have elapsed if patients received poly(ethylene glycol) (PEG) formulations
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Biologic or investigational agent (anti-neoplastic): patient must have recovered from any acute toxicity potentially related to the agent and received their last dose of the investigational or biologic agent >= 7 days prior to study enrollment 
* For agents that have known adverse events occurring beyond 7 days after administration, this period must be extended beyond the time during which adverse events are known to occur, and discussed with the principal investigator
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Patients must have received their last dose of known myelosuppressive anticancer therapy or immunotherapy at least 21 days prior to enrollment (42 days if prior nitrosourea)
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Patients must have received a minimum of 54 Gy focal irradiation administered over approximately 42 days prior to enrollment; patients must have recovered from the acute treatment-related toxicities (defined as =< grade 1) of all prior chemotherapy, immunotherapy, or radiotherapy prior to entering this study
EXCLUSION
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Patients have had prior bone marrow transplant
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Patients have had valproic acid within 28 days prior to enrollment
RECURRENT/ PROGRESSIVE DIPG (STRATUM 1): Patients have had prior histone deacetylase (HDAC), deacetylase (DAC), heat shock protein 90 (HSP90) inhibitors for the treatment of their DIPG
",(C15477= NO OR C15477= YES) AND (C16124 = YES AND (C1946 = NO OR (C1946 = YES AND C94764 = NO) AND (Deacetylase Inhibitor = NO OR (Deacetylase Inhibitor = YES AND C94764 = NO) AND (HSP90 INHIBITOR = NO OR (HSP90 INHIBITOR = YES AND C94764 = NO) AND (C49135 = NO OR C49135 = YES)) AND (C16124 = YES (C15187 = NO OR C15187 = YES)) AND (C16168 = NO OR C16168 = YES)
NCI-2015-01929,NCT02601209,A Phase I/Randomized Phase II Study of MLN0128 (TAK-228) vs. Pazopanib in Patients with Locally Advanced/Unresectable and/or Metastatic Sarcoma,Inclusion,"Chronic concomitant treatment with proton pump inhibitors must discontinue the drug for 7 days prior to registration on the study
Prior treatment with pazopanib or any phosphoinositide 3-kinase (PI3K), mTOR, protein kinase B (AKT), or dual PI3K/mTOR complex (CREB regulated transcription coactivator [TORC]1/TORC2) inhibitors will be prohibited
Chronic concomitant treatment with strong inhibitors of cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4) inhibitors must discontinue the drug for 14 days prior to registration on the study
Patients should have resolution of any toxic effects of prior therapy (except alopecia) to National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE), version 4.0, grade 1 or less
Progression on at least one prior systemic chemotherapy for advanced, unresectable or metastatic disease; prior adjuvant or neoadjuvant therapy is not included as prior systemic chemotherapy unless treatment occurred within the 6 months prior to study enrollment
There is no limit to the number of prior lines of treatment a patient has received",(C16124 = YES AND (C74547 = NO AND Phosphoinositide 3-kinase (PI3K) Inhibitor = NO AND C2201 = NO AND Protein Kinase B (AKT) Inhibitor = NO AND Dual PI3K/mTOR Complex (CREB Regulated Transcription Coactivator [TORC]1/TORC2) Inhibitor) = NO)) AND C16171 = YES
NCI-2015-02064,NCT02627443,"Phase 1 Dose Escalation and Randomized Phase 2 Trial of Carboplatin and Gemcitabine with or without VX-970 in First Recurrence Platinum-Sensitive Epithelial Ovarian, Peritoneal, and Fallopian Tube Cancer",Exclusion,"Prior exposure to gemcitabine
Patients who have had chemotherapy or radiotherapy within 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier, excluding alopecia; patients with treatment related effects, such as peripheral neuropathy, that are grade 1 or less are eligible",(C16124 = YES AND C66876 = NO) AND (C16171 = YES OR C15477= YES)
NCI-2015-02125,NCT02631733,A Phase I Study of a Combination of MM-398 and Veliparib in Solid Tumors,Exclusion,"Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier; patients must have completed prior biological therapies and/or targeted therapies >= 2 weeks prior to study enrollment; patients who have had radiation to the pelvis or other bone marrow-bearing sites will be considered on a case by case basis and may be excluded if the bone marrow reserve is not considered adequate (i.e. radiation to > 25% of bone marrow)
INCLUSION
Prior poly ADP ribose polymerase (PARP) inhibitor therapy is allowed; patients with ovarian cancer and a BRCA mutation should have had prior treatment with olaparib per guidelines for standard of care treatment",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477 = YES) AND (C16124 = YES AND (C15187 = NO OR C15187 = YES))
